county,year,dayswaqi,maqi
Milwaukee,2018,365,151
Ocean,2014,351,119
Kenosha,2009,267,151
Morton,1984,364,127
Lassen,1998,14,48
Ashland,2015,360,77
Yolo,2016,366,115
Herkimer,2017,319,77
Dorchester,2003,347,227
Knox,1980,261,200
Oldham,2007,245,156
Napa,1980,366,156
Hillsborough,2015,365,129
Alamosa,2000,282,142
Yuma,1998,199,174
Mecosta,1996,133,206
Humboldt,2013,365,108
Georgetown,2013,356,53
Manistee,2017,280,108
Ventura,2019,365,126
Lee,2012,335,140
Ontonagon,1983,365,67
Delaware,1983,365,239
Hunterdon,1988,328,251
Boyd,2007,365,133
Greene,2002,215,203
Maury,1988,59,72
Ontonagon,1999,25,36
Lauderdale,1996,244,151
Sacramento,1996,366,222
Genesee,2005,361,150
Saint Louis,2008,366,139
Henry,2002,114,124
Johnston,2015,262,93
Wabash,2003,348,195
Duval,1983,365,166
Kenai Peninsula ,2003,113,30
Franklin,1997,365,177
DuPage,2012,366,136
Lancaster,2017,344,113
Hancock,1996,355,161
Muskogee,2006,356,109
Greenville,2003,365,118
Mercer,2016,366,151
Wayne,2011,346,154
Hamilton,1985,365,210
Livingston,1981,222,185
Livingston,2000,366,182
Dubuque,1990,365,183
Swain,2014,360,84
Chippewa,2017,307,87
Sedgwick,2015,365,94
Hancock,1987,143,174
Sagadahoc,1995,171,222
Delaware,1992,49,40
Marin,1993,365,84
Beaufort,2001,346,115
Pitkin,2002,364,53
Hillsborough,1998,365,177
Marathon,2003,178,126
Escambia,2016,366,97
Door,1995,184,212
Bristol City,2002,119,114
Douglas,1989,9,45
Jefferson,1980,287,200
Walker,1991,55,66
Morgan,2002,349,180
Oconee,2007,365,161
Mitchell,2002,120,107
Mason,2009,360,89
Chautauqua,1980,338,200
Jefferson,2018,244,100
Vernon,1980,361,200
Stoddard,2004,107,72
York,2001,365,169
Floyd,2012,366,139
Etowah,2004,284,112
Douglas,2016,339,65
Monroe,2018,335,97
Cascade,1990,350,79
Dallas,2007,365,179
Howard,1981,300,209
Noble,2002,254,192
Bullitt,2003,362,119
Aroostook,2005,365,97
Morgan,1997,360,200
Lake,1998,362,119
Hampshire,1994,365,205
Pike,2006,20,37
Clinton,2008,214,126
Pueblo,2016,128,64
Anderson,2004,216,140
Garrett,1994,59,53
Cecil,1980,67,218
Kern,2004,366,222
Henrico,1983,365,208
Chesterfield,2009,361,93
Linn,1992,4,46
Okaloosa,2015,365,74
Buncombe,1989,232,143
Douglas,1985,154,62
Anchorage ,2015,361,76
Prince George's,1986,365,205
Garden,2012,120,50
Wake,2015,365,105
Potter,2003,136,70
Suffolk City,2018,245,87
Shoshone,2017,365,289
Sheridan,1999,4,12
Washington,1989,361,181
Broome,1990,30,48
Lemhi,1998,122,85
Orange,2000,366,174
Hamilton,1987,207,192
Washington,1981,302,169
Valencia,2010,365,87
Dona Ana,2001,365,215
Lake,2004,366,149
Meigs,2007,358,122
Frederick,2006,214,156
Montgomery,2017,365,101
Davie,2014,214,105
Christian,2014,316,90
Tuolumne,2001,365,179
Union,1987,49,92
Queens,1980,366,278
Newton,1995,352,126
Marengo,1998,55,47
Calhoun,1991,57,64
Cloud,1989,47,67
Vilas,1994,361,87
Schenectady,1991,355,164
Rio Grande,2006,49,51
Jefferson,2012,366,190
Fairfield,2001,1,13
Bay,1989,305,175
Santa Clara,1994,365,174
Rutland,1986,245,151
Caswell,2005,260,133
Stanislaus,2002,365,208
Cheshire,2005,212,143
Hawaii,2010,365,532
Bonneville,2008,114,59
Saint Clair,2006,361,182
Hennepin,2016,366,145
Fredericksburg City,1996,61,54
Warren,2007,58,43
Wyandotte,2003,365,177
Wayne,1994,363,165
Miller,1994,61,50
San Miguel,2007,114,62
Madison,1995,341,169
Anchorage ,2016,361,90
Middlesex,2005,182,205
Cooper,2004,57,96
Jackson,2002,124,57
Shasta,2012,366,172
Georgetown,1994,365,113
Grant,2003,363,73
Washington,2018,245,105
Walla Walla,1994,65,110
Cache,1999,303,100
Oliver,1989,365,111
Oneida,2010,365,97
Dougherty,1989,301,60
Gregg,1997,344,195
Jones,2007,118,91
Hutchinson,2018,358,168
Walker,1993,56,58
Baker,2019,361,77
Oldham,2013,243,108
Fond du Lac,1988,184,192
Johnston,2016,304,107
Baldwin,2018,270,97
Caldwell,2008,214,126
Santa Barbara,1990,365,238
Washington,1984,349,203
Berrien,2015,243,126
Bartow,2002,244,104
Raleigh,2008,113,87
Colleton,2002,222,159
St. Bernard,2007,360,200
Sussex,2007,261,147
Churchill,2018,332,129
Geauga,2000,213,190
Wright,2014,353,112
Pickens,2005,280,159
McKenzie,1990,365,139
Oneida,2018,364,70
Custer,2016,116,165
Macoupin,2016,362,97
Adams,1996,356,166
Belknap,2013,213,84
Russell,1990,56,57
Mason,2002,168,101
Wayne,1982,365,206
Raleigh,2009,113,67
Ashtabula,1984,366,168
Worcester,2003,301,159
Monroe,2013,365,101
Tolland,1981,164,218
Saint Louis,1992,363,76
Williamson,1990,212,159
Penobscot,1992,366,156
Parke,1983,365,200
Pennington,2016,366,101
Sutter,2000,366,166
Lycoming,1993,360,133
Roanoke,2000,366,177
Idaho,2005,350,165
Mesa,2014,365,101
San Juan,1985,228,153
Orange,2014,365,97
Barnstable,2012,258,156
DeKalb,1993,345,159
DeSoto,2013,365,112
Dubuque,1992,335,156
Stoddard,2011,102,76
Mayagnez,2003,99,72
San Juan,2002,101,31
Oswego,2017,360,87
Cumberland,1987,256,206
Barceloneta,2005,347,47
Allegheny,2006,365,174
Ocean,1990,363,73
DuPage,1985,362,150
Sedgwick,2017,365,100
Lee,1998,360,174
Jersey,2002,207,205
Beaver,1999,365,216
Douglas,1982,88,50
Union,1996,359,151
Frederick,1989,58,80
Kanawha,1980,364,154
Jasper,2010,365,140
Muscatine,1993,365,200
Niagara,2002,365,192
Sweet Grass,2006,76,64
Caddo,1994,363,154
Hancock,1998,56,42
Greenbrier,2006,212,119
Ward,2010,90,71
Boyd,1995,365,200
Buncombe,2009,363,97
Hampshire,1983,365,235
Twin Falls,2008,335,79
White,2000,34,83
Neosho,1998,51,44
St. Johns,1995,354,161
Colusa,2003,365,101
Dane,1984,366,154
Colbert,2002,364,166
Maui,1993,357,43
Williams,2001,364,103
Grand,2015,64,58
Henderson,2007,365,156
Prince George's,2012,366,197
Kenai Peninsula ,2013,285,111
Morton,1996,366,140
Preble,1989,210,187
Guayama,2003,347,82
Macomb,2001,365,200
Fajardo,2011,329,58
Sheridan,1988,278,115
Boulder,1990,365,147
Delaware,2011,363,151
Anderson,1982,365,200
Warren,2004,60,41
Spartanburg,2012,359,93
Bartholomew,2014,365,108
Chase,2005,116,96
Prowers,1997,349,78
Chelan,2018,365,426
Clackamas,2018,212,165
Logan,1990,210,136
Floyd,2014,365,109
Knox,2014,214,97
Chaffee,2010,128,101
Posey,2018,360,100
McMinn,2009,355,123
Pima,2015,365,101
Christian,2009,268,136
Saginaw,1995,20,31
Daviess,2012,366,190
Nevada,2001,365,201
Florence,2012,110,78
Carson City,1996,63,57
Orange,2009,365,174
Lake,2019,245,115
York,2007,365,164
Ada,2019,365,100
Wilson,2004,237,133
Maricopa,1987,363,166
Mayes,2015,284,108
Sweetwater,2006,365,344
Routt,2012,353,85
Winnebago,2000,242,147
Rockdale,2007,364,207
Park,2017,365,112
Davidson,2007,348,125
Waukesha,1983,358,209
West Baton Rouge,1993,363,172
Santa Cruz,2003,61,115
Juneau ,1991,360,844
Lackawanna,1982,365,245
Pulaski,1999,365,182
Fresno,1985,365,227
San Luis Obispo,1994,365,159
Pulaski,2013,365,108
Schenectady,2005,365,147
Johnston,2012,263,177
Ford,1991,140,90
St. Louis City,1991,365,156
Jefferson,2015,365,164
Durham,1995,365,156
Blair,1996,366,185
Ohio,2002,365,185
Bossier,1983,330,115
Fayette,2018,365,87
St. Mary,1998,353,210
Tulare,1997,365,201
Rockbridge,2009,263,80
Hillsborough,1982,365,208
Nevada,2001,365,201
Kings,2015,365,174
Essex,2007,365,197
Rowan,2001,214,218
DeKalb,2009,363,100
St. Croix,1986,176,150
MOBILE MONITORS,2002,153,185
Shelby,2003,282,156
Dauphin,1986,365,195
Humphreys,1987,259,170
Clinton,2004,183,129
Manitowoc,2009,247,156
Carlton,2000,273,95
Washington,2014,365,101
Mille Lacs,2005,238,151
Calvert,1999,208,192
Jefferson,1997,364,154
Alpena,1988,49,54
Maui,2009,358,79
Warren,1991,211,220
Butte,1993,365,143
Gilmer,2011,321,84
Ventura,2019,365,126
Tioga,2005,211,143
Herkimer,2012,365,93
Edgecombe,1984,353,154
Madison,2015,110,62
Delaware,2001,365,182
Trigg,2015,344,71
Warren,2003,268,126
DeKalb,2012,366,185
Franklin,1999,106,100
Pope,1994,58,44
Chatham,2001,365,136
Polk,2017,365,135
Ingham,2019,365,75
Scioto,1981,275,121
Butler,2014,365,133
St John,2015,109,71
Aleutians East ,2012,116,36
Meigs,2009,365,148
Hendricks,2016,183,100
Hancock,2002,365,201
Hancock,2007,365,182
Ohio,2002,365,185
Harrison,1983,305,188
Rapides,1991,58,63
Columbia,2007,194,151
Milwaukee,1999,365,197
Lawrence,2018,358,97
Larimer,2016,366,151
Grant,2017,358,168
Knox,1986,365,182
Rock,2008,112,84
Georgetown,2004,364,112
Hancock,2013,365,140
Charles,2004,366,164
Charles,1992,204,212
Fauquier,2008,210,126
Garfield,1997,343,44
Williams,1992,366,175
Adams,2007,362,130
Mecklenburg,1997,365,205
Broome,1991,59,51
Lycoming,1994,356,116
Talladega,2000,113,136
Colleton,2017,357,82
Cameron,1992,59,66
Benton,2002,116,89
Darlington,2013,227,93
Douglas,2002,263,204
Yancey,2014,199,101
Montgomery,2009,365,115
Lycoming,1992,366,133
Mayagnez,2013,81,55
Rowan,2011,365,159
Gloucester,1987,355,235
Jeff Davis,2008,364,59
Alameda,2019,365,150
Essex,1980,351,215
Dawson,2014,60,58
Jackson,2015,167,101
Custer,1999,97,52
Belknap,2019,316,74
Osceola,2004,331,147
Rockland,1997,58,48
St. John the Baptist,1990,365,177
Crawford,1994,333,174
Vernon,1982,331,200
Tulsa,1999,365,195
Washington,2008,366,136
Ocean,1980,350,136
Washington,2004,361,101
Sevier,2006,362,159
Sainte Genevieve,2000,265,204
Guayanilla,1985,289,149
Coweta,2004,344,182
Mariposa,1996,364,202
Inyo,2011,365,13276
San Diego,1994,365,217
Atlantic,2014,364,167
Luzerne,2012,366,129
Escambia,2001,365,168
Jasper,1992,365,106
Bingham,2004,53,62
Georgetown,1985,223,101
Weber,1983,365,185
Somerset,1996,226,150
Scotts Bluff,2008,105,91
Plymouth,2004,124,99
Tuscarawas,2007,359,104
Randall,2018,362,112
Sacramento,2008,366,219
Henrico,2009,365,112
Madison,2014,365,137
Sebastian,2011,17,74
Huntington,2000,170,169
Greenbrier,2018,232,84
Hardin,2000,262,179
Koochiching,1989,220,77
Sweetwater,2017,365,264
Lyon,2016,352,101
Licking,2003,236,192
Salinas,2009,354,40
Hancock,2017,278,77
Guayama,2005,340,74
Warren,2004,366,105
Calhoun,1989,52,63
Bradley,1984,344,164
Kittitas,2016,366,143
Benewah,2015,365,180
Sussex,1982,211,130
Loudon,2009,240,136
Oakland,1997,351,154
Scott,2003,245,100
Person,2007,211,136
Muskogee,1990,319,166
Pike,2002,55,52
Humboldt,2013,365,108
Nassau,1981,365,200
Stearns,2005,365,153
Saint Louis,1990,365,202
Jefferson,1983,353,200
Anderson,2005,241,161
Burke,1993,359,159
Weld,2017,365,154
Walker,1997,56,43
Georgetown,1984,170,133
Garfield,2017,240,105
Codington,2010,364,99
Tuolumne,2004,366,140
Anoka,1987,364,159
Rosebud,2001,365,127
Sequoyah,2004,35,74
Madera,1995,364,192
Cass,1989,61,46
Bartholomew,2015,365,115
Columbia,2008,366,69
Sheridan,1991,190,122
Carter,2004,281,133
Brewster,2008,360,97
Boyd,2015,365,108
Oxford,2019,334,68
Lincoln,2016,211,156
Scotts Bluff,2005,121,68
Harnett,1994,58,48
King,2012,366,140
New Brunswick,1995,125,97
Denver,2006,365,166
Berkeley,2018,281,87
Northampton,2016,366,217
Madison,1994,348,161
Garland,2009,121,74
Santa Barbara,2001,365,201
Lawrence,2011,254,115
Churchill,2010,207,80
Multnomah,2009,365,133
Concordia,2000,60,84
Herkimer,2000,362,166
Giles,1984,358,154
Rio Arriba,2010,104,41
Canyon,1996,57,89
Cumberland,2014,314,97
Schenectady,1996,366,150
Lake,2010,361,74
Hancock,1992,230,172
Marion,1989,365,200
Covington City,1991,54,103
Jefferson,2004,366,200
Orange,2018,365,157
Multnomah,1993,365,93
Erie,2005,365,195
Forrest,2006,118,96
Georgetown,1997,364,75
Marion,2017,351,101
Clayton,2005,112,117
Tippecanoe,1985,112,64
Saint Charles,1984,348,200
Meigs,2015,358,71
Park,1994,88,186
Hyde,2011,110,127
Catawba,2018,352,77
Culberson,2016,113,43
Johnson,1984,345,206
Brevard,2009,365,100
Dukes,2009,205,126
Davie,2013,214,100
Elko,1988,78,41
Macon,2011,328,97
Russell,1991,56,61
Harrison,2011,83,77
Broward,2015,365,101
Lehigh,2010,363,172
Providence,2003,365,197
Denton,2006,365,201
Pierce,1982,365,200
El Dorado,1999,365,214
Sainte Genevieve,2013,263,105
Arlington,1988,366,245
Weber,2015,365,189
Olmsted,1987,364,136
Knox,1996,366,206
Montgomery,2005,365,174
Davie,2000,361,179
Ozaukee,1996,184,207
Washington,2005,355,204
Tarrant,1980,366,219
Pima,2011,365,144
Wayne,2005,114,110
Aiken,2012,226,93
Snohomish,1997,365,79
Flathead,1987,134,116
Clinton,1990,214,166
Guilford,1989,356,151
Aroostook,1983,365,200
Sagadahoc,2015,203,74
Butler,1985,161,200
Marion,2016,361,97
Pulaski,2003,265,122
McKenzie,2018,355,92
Washington,2010,112,90
Madison,2004,366,115
Person,1992,362,172
Lincoln,1992,154,93
Weld,2018,365,133
Bristol City,1999,92,122
Edmonson,2013,364,105
Glacier,2005,61,48
White,1992,61,54
Macon,2018,365,126
Stanislaus,2012,366,201
Columbia,2005,286,86
Carson City,1988,286,147
Jackson,1993,30,42
Sarasota,1988,364,151
Columbia,2013,361,91
Will,1985,365,164
Miami-Dade,2019,363,146
Ottawa,2007,362,169
Lee,1993,334,147
Androscoggin,1994,365,109
Madison,2016,358,97
Cascade,2000,366,119
Kent,1984,363,185
Dakota,1991,365,185
Clark,1983,340,219
Herkimer,2003,353,161
Northumberland,2002,56,51
Buchanan,2014,363,141
Fresno,2014,365,197
Windham,1987,52,54
Morris,2012,359,156
Humboldt,2010,365,71
Jackson,2010,172,105
Chemung,1991,364,182
Wakulla,2002,358,119
Suffolk,1997,365,214
Howell,2001,15,96
Berrien,2013,240,126
Pike,1990,60,57
Henry,2016,365,159
District of Columbia,2018,365,164
Chelan,1991,48,60
Highlands,2003,359,129
Sierra,1999,58,57
Bristol,1995,365,221
Ford,2005,61,51
Mesa,2001,365,76
Beaver,1986,365,187
Woodward,1994,55,40
Union,2010,365,95
Wake,2010,365,143
Delaware,2004,57,36
Carson,1993,62,58
Marin,2003,365,90
Frederick,2005,232,136
Barnwell,1987,346,174
Sweetwater,2000,288,172
Placer,2012,366,166
Adams,2011,365,105
Jackson,2019,117,74
Chatham,2017,365,84
Jackson,1998,58,44
Scott,1992,335,182
Gibson,2018,363,84
Mono,1992,295,386
Cowlitz,1988,154,112
Wallowa,2017,353,170
Sevier,2014,358,97
Yancey,2009,191,93
Laramie,1988,54,52
Sumner,2004,362,147
San Juan,2019,365,97
Spalding,1991,59,58
Baldwin,2006,280,156
Swain,2015,364,87
Taney,2005,119,95
Ingham,1994,182,161
Orange,2010,365,133
Fayette,2010,365,115
Greene,2015,364,115
Worcester,1988,366,220
Henderson,1985,365,208
Cleveland,1980,331,187
Power,2000,341,217
Honolulu,1983,365,156
Bay,2018,356,83
Bergen,1989,365,200
Nevada,2011,365,154
Warrick,2007,364,151
Norfolk,1997,47,54
Pulaski,2008,244,105
Etowah,2016,352,179
Scott,1987,365,179
Nassau,1981,128,29
Marengo,1996,60,51
Trumbull,2017,352,115
Logan,1990,32,51
Ravalli,2019,364,74
Nueces,1986,365,200
Alachua,2005,365,126
Mobile,1984,321,177
East Baton Rouge,1996,366,206
Douglas,2005,359,156
Sedgwick,2004,366,119
Worcester,2008,160,143
Carroll,1999,189,129
Carlton,2004,359,77
Forsyth,1998,365,213
Johnston,1984,355,151
Bullitt,1997,295,206
Winona,2012,120,85
Tulare,1993,365,221
Johnson,1986,304,101
Pulaski,1982,177,143
Miami-Dade,1980,361,205
Warrick,1993,365,200
Atlantic,2016,366,129
Saratoga,2010,362,105
Worcester,1994,365,202
Anderson,1983,365,198
Johnson,2008,365,169
Carbon,2012,365,119
Lawrence,1992,366,151
Prince William,1990,10,41
Polk,1999,365,200
Union,1981,152,84
Muhlenberg,1991,355,170
Carter,1998,171,197
Northampton,2016,366,217
Beaver,1988,366,388
Los Angeles,2013,365,197
McClain,1995,352,161
Cleveland,2011,360,151
Leelanau,2008,182,93
Ozaukee,2014,358,119
Rock,1983,364,204
Abbeville,2011,243,87
Forsyth,1989,365,164
Orange,2011,365,143
Hinds,1984,366,164
Laramie,2004,118,82
Rock,1997,184,161
Middlesex,2018,365,97
Atlantic,2009,362,133
Crittenden,2014,365,93
Roanoke,1983,365,161
Mendocino,2000,366,72
Posey,2003,183,166
St. Clair,2004,365,141
Washington,2017,362,151
Hillsborough,2006,365,151
Campbell,2009,365,146
Wayne,1995,365,200
Tulare,1999,365,207
Lake,1987,365,235
McKenzie,1991,365,127
Norfolk,2005,318,195
Pike,2010,335,179
Polk,1995,54,53
Gilmer,2016,346,105
Klickitat,1995,227,115
Mesa,2012,366,122
Belknap,2013,213,84
Greene,2017,282,101
Ingham,2011,363,119
Apache,1983,364,40
Hall,2010,113,76
Beauregard,2004,366,133
Lander,1995,50,71
Contra Costa,1987,365,200
Tippecanoe,1999,73,112
Douglas,1997,364,115
Clearwater,1988,17,63
Oliver,1985,365,94
Harrison,2007,121,108
Mono,2007,276,9916
Armstrong,1998,210,195
Morgan,2002,363,187
Sherman,2001,61,48
Page,2014,265,77
Hamilton,2008,365,159
Bayamon,2018,305,166
Cumberland,2015,362,108
Middlesex,1996,366,161
SONORA,1998,54,118
Floyd,2009,365,173
Macomb,1995,365,207
Monroe,1980,366,207
Catawba,2017,348,86
Manistee,2015,242,119
Cook,1981,365,235
Rensselaer,2006,359,129
Schenectady,1996,366,150
Abbeville,2007,252,161
Albany,2019,365,92
Hancock,2011,365,141
Alachua,1995,61,46
Berkeley,2012,205,80
Wyandotte,1983,365,172
Manatee,2004,365,166
Henrico,2005,354,174
Imperial,2016,366,541
Erie,2010,365,143
Pike,2007,362,156
Darlington,2016,241,87
Walworth,2014,193,140
Franklin,2017,365,93
Brookings,2017,365,90
Hamilton,2009,363,136
Vilas,1982,156,136
Orange,2005,365,155
Elmore,2002,302,132
Contra Costa,2016,366,143
Edmonson,1990,334,156
Floyd,1994,365,172
Vilas,2003,365,119
Durham,1996,363,169
McMinn,1990,358,141
Uintah,2014,365,164
Ottawa,2002,363,129
Wayne,1996,366,161
Rockingham,2000,366,136
Ashtabula,1990,362,172
Simpson,2013,235,67
Grant,2017,358,168
San Francisco,2001,365,162
Kane,1994,364,204
Warren,1987,265,154
Osage,1996,4,19
Inyo,2010,365,4466
DuPage,1984,336,204
Lawrence,1994,345,154
Baltimore,1989,365,215
Seminole,2003,58,95
Haywood,1982,191,99
Fremont,2003,58,28
Clear Creek,2016,311,154
McHenry,2010,362,115
Cabell,1992,362,155
Amador,1994,365,197
Monroe,2008,330,101
Mendocino,1984,278,74
Adams,1989,365,122
St. Clair,1980,366,200
Tuscola,2000,349,161
Gwinnett,2008,362,156
Madison,1992,61,51
Adams,1994,56,54
Alpena,1988,49,54
Lawrence,1999,365,195
Teton,2007,365,97
Columbia,2014,347,72
Douglas,1981,169,112
Pike,2004,53,49
New Haven,1984,366,248
Mobile,1985,302,198
Indiana,2006,365,154
St. Lawrence,2003,96,131
Sacramento,1992,366,218
Washington,2003,61,95
Inyo,1994,364,1277
Mahoning,1982,365,222
Sussex,2016,366,129
Washington,1994,52,49
Klickitat,2015,120,108
Bannock,2002,365,148
Windsor,1981,167,129
Buncombe,1991,234,93
Lucas,1990,365,159
Howard,2019,365,79
Sangamon,1980,362,200
Hamilton,2002,362,82
Lake,1991,361,87
Clark,2004,322,133
Jackson,2019,360,80
Montgomery,1982,331,201
Calaveras,2018,364,157
Guayama,1991,48,73
Kent,2016,357,150
Washington,1988,148,201
Chester,2006,249,187
Ozaukee,2015,365,122
Santa Cruz,2003,365,112
San Joaquin,1980,366,219
Sutter,1998,365,192
Klickitat,1996,256,151
Harrison,2005,362,154
Arkansas,1993,55,52
Butte,2001,290,71
Los Angeles,1998,365,269
Converse,1999,60,64
Montgomery,2005,364,147
Randolph,2010,365,97
Hamilton,2010,249,119
Litchfield,1992,240,161
Kleberg,2007,365,133
Brooke,2009,365,200
Fairbanks North Star ,2003,229,100
Washington,2002,120,96
Benton,2001,116,95
Fairfield,1991,365,228
Livingston,1991,361,172
Adams,2009,346,132
Fairfield,2009,365,150
Plymouth,1996,211,108
Kent,2011,365,172
Jefferson,1994,365,166
Delaware,2011,120,84
Queens,2005,365,166
Warrick,2003,364,200
Orange,2011,365,154
Weber,1994,365,164
Rutherford,1998,211,172
Washington,2016,119,105
Jessamine,1994,208,174
Gregg,2014,365,120
Delaware,2009,242,101
Iberville,1996,366,216
Wright,2012,366,100
St Thomas,2007,16,53
Calloway,1983,169,224
Saint Louis,2015,365,119
Klamath,1989,245,290
Graves,1994,145,143
Meigs,2002,303,204
Catawba,2013,364,72
Passaic,2014,283,97
Fayette,1991,349,192
Macoupin,1984,358,172
McLennan,2016,366,74
Portage,1986,295,192
Columbia,2009,355,105
Hillsborough,2002,365,206
Klamath,2011,360,130
Johnson,2009,356,109
Summit,1998,115,86
Morris,1989,365,219
Linn,2007,363,188
Davie,2002,213,207
McHenry,2008,366,100
Brazoria,2008,360,151
Thomas,2012,104,57
Mercer,2013,365,147
McLean,2011,359,147
Allegheny,1991,365,204
Anderson,1999,326,208
Essex,1980,365,232
Warren,1988,287,105
Rowan,1995,229,205
Floyd,2005,365,189
Flathead,2003,365,165
Morris,2006,364,187
Lake,2017,365,167
Baltimore,1994,365,201
DeKalb,2000,350,164
Dona Ana,1999,365,190
Blount,1983,243,136
New York,2003,365,167
Kent,2019,365,90
Maury,1998,61,67
Laramie,2002,115,58
Rosebud,1983,364,77
Miami,2016,213,101
Hillsborough,1982,365,200
Bonner,2012,356,36
Hamilton,1996,365,147
Johnson,2008,365,100
Clearfield,2017,346,84
Plumas,2013,119,162
Wise,1994,61,54
Chesterfield,1996,223,156
Spencer,1998,357,122
Ventura,1995,365,241
District of Columbia,2019,365,157
Martin,2007,365,129
Saint Charles,1992,365,200
Boulder,1983,364,185
Dauphin,1983,365,249
Elkhart,2010,268,110
Crittenden,1993,365,192
Jefferson,1987,365,377
Davis,2000,366,214
Union,2008,213,161
Volusia,2010,365,101
Chemung,2007,365,122
Dawson,1993,271,195
Sheridan,2006,237,93
Luzerne,2006,365,140
Tulare,1993,365,221
Palm Beach,1995,365,127
Charleston,1989,342,156
Ashtabula,2006,362,185
Sarpy,2018,349,93
Apache,2007,365,80
Elmore,2018,222,71
Chemung,2008,364,147
Dorchester,2014,365,90
Grant,2014,361,109
Dallas,2017,365,140
Fairbanks North Star ,2011,365,161
Licking,2014,214,100
Jasper,2012,327,154
Garfield,1991,60,68
Knox,2007,179,177
Kane,2007,365,140
Warren,1988,324,237
Madison,2012,352,140
Clay,2016,116,56
Adams,1984,363,150
East Baton Rouge,2006,365,190
Pittsburg,2007,356,129
Cherokee,2002,245,208
Parker,2016,365,156
Fairbanks North Star ,1986,270,205
Jackson,2003,183,147
Nassau,2006,351,189
Aroostook,1981,365,200
Jefferson,1987,365,202
Columbia,2012,362,73
Sumter,2012,233,97
El Dorado,2001,365,204
Saginaw,1987,365,178
Madison,2001,15,21
Lenawee,2010,216,103
Rutland,2015,365,121
Orange,1987,365,263
Providence,2013,365,150
Morgan,1999,102,155
Prince George's,1992,366,195
Fond du Lac,1992,178,159
Centre,1996,363,177
Deschutes,1999,227,82
Hunterdon,1989,346,207
McClain,2001,365,151
San Diego,2003,365,289
Pierce,1993,365,119
Douglas,2017,363,155
